id_1,id_2,n,matches
CHI,NOSSDAV,1,Multimedia information systems
CHI,PLoP,1,Human computer interaction
CHI,RecSys,1,Human computer interaction
CHI,SACMAT,1,Human computer interaction
CHI,SIGGRAPH,1,Virtual reality
CHI,SUI,9,"Interaction paradigms#HCI design and evaluation methods#Human computer interaction#Touch screens#Multimedia information systems#Interaction devices#Human-centered computing#Interaction design theory, concepts and paradigms#Virtual reality"
CHI,TEI,10,"Interaction paradigms#Human computer interaction#Touch screens#Multimedia information systems#Interaction devices#User centered design#Human-centered computing#Interaction design theory, concepts and paradigms#Virtual reality#HCI theory, concepts and models"
CHI,UbiComp,6,Human computer interaction#Touch screens#Personal computers and PC applications#Interaction devices#User centered design#Human-centered computing
CHI,UCCS,2,Human computer interaction#Personal computers and PC applications
CHI,UIST,9,Collaborative and social computing#Human computer interaction#Interaction paradigms#Touch screens#Multimedia information systems#Interaction devices#Human-centered computing#Virtual reality#Graphical user interfaces
CHI,VRST,3,Interaction paradigms#Human computer interaction#Virtual reality
CHI,Web3D,1,Virtual reality
CHI,WebSci,3,Collaborative and social computing#Human computer interaction#Human-centered computing
CHI,WISEC,1,Personal computers and PC applications
CHI,WSDM,1,Human computer interaction
CHI,WWW,1,Human computer interaction
CIKM,CPR,1,Information systems applications
CIKM,CPSWeek,1,Information systems applications
CIKM,DEBS,3,Database query processing#Information systems applications#Database query processing and optimization
CIKM,DOC,1,Information retrieval
CIKM,DocEng,3,Natural language processing#Document representation#Information retrieval
CIKM,EC,1,Information systems applications
CIKM,GIS,6,Document representation#Database query processing and optimization#Information systems applications#Data mining#Information retrieval#Database query processing
CIKM,GROUP,1,Information systems applications
CIKM,HotMobile,1,Information systems applications
CIKM,HPDC,1,Information systems applications
CIKM,HT,4,Information retrieval query processing#Information systems applications#Document representation#Information retrieval
CIKM,ICMI-MLMI,1,Natural language processing
CIKM,ICUIMC,4,Retrieval models and ranking#Information systems applications#Data mining#Information retrieval
CIKM,IDEAS,8,Database management system engines#Database query processing and optimization#Database design and models#Data warehouses#Information systems applications#Data mining#Information retrieval#Database query processing
CIKM,IH&MMSec,1,Information systems applications
CIKM,IR,8,Document representation#Retrieval models and ranking#Information retrieval query processing#Information systems applications#Information retrieval#Information extraction#Natural language processing#Document filtering
CIKM,IUI,3,Natural language processing#Information systems applications#Information retrieval
CIKM,JCDL,8,Document representation#Retrieval models and ranking#Information retrieval query processing#Information systems applications#Information retrieval#Information extraction#Natural language processing#Document filtering
CIKM,K-CAP,5,Natural language processing#Information systems applications#Document representation#Information retrieval#Language resources
CIKM,KDD,7,Document representation#Information systems applications#Data mining#Information retrieval#Information extraction#Natural language processing#Document filtering
CIKM,Middleware,2,Information systems applications#Information retrieval
CIKM,MM,4,Retrieval models and ranking#Information systems applications#Document representation#Information retrieval
CIKM,MobiSys,1,Information systems applications
CIKM,MOD,9,Database management system engines#Document representation#Database query processing and optimization#Information retrieval query processing#Database design and models#Information systems applications#Data mining#Information retrieval#Database query processing
CIKM,RecSys,7,Retrieval models and ranking#Information retrieval query processing#Information systems applications#Data mining#Information retrieval#Information extraction#Document filtering
CIKM,SAC,3,Information systems applications#Data mining#Information retrieval
CIKM,SACMAT,1,Data mining
CIKM,SenSys,1,Information systems applications
CIKM,UbiComp,2,Information systems applications#Information retrieval
CIKM,WebSci,4,Natural language processing#Information systems applications#Data mining#Information retrieval
CIKM,WSDM,9,Document representation#Retrieval models and ranking#Information retrieval query processing#Information systems applications#Data mining#Information retrieval#Information extraction#Natural language processing#Document filtering
CIKM,WWW,9,Document representation#Retrieval models and ranking#Information retrieval query processing#Information systems applications#Data mining#Information retrieval#Information extraction#Natural language processing#Document filtering
CODASPY,EuroSys,3,Security and privacy#Computer crime#Operating systems security
CODASPY,HotMobile,1,Operating systems security
CODASPY,ICUIMC,1,Operating systems security
CODASPY,IH&MMSec,4,Authentication#Human and societal aspects of security and privacy#Security and privacy#Computer crime
CODASPY,ITE,3,Security and privacy#Computer crime#Intrusion/anomaly detection and malware mitigation
CODASPY,SACMAT,9,Authentication#Theory of database privacy and security#Access control#Operating systems security#Intrusion/anomaly detection and malware mitigation#Cryptanalysis and other attacks#Security and privacy#Database and storage security#Computer crime
CODASPY,SOSP,1,Operating systems security
CODASPY,UCCS,1,Computer crime
CODASPY,VEE,1,Operating systems security
CODASPY,WISEC,8,Authentication#Network security#Access control#Operating systems security#Intrusion/anomaly detection and malware mitigation#Cryptanalysis and other attacks#Security and privacy#Computer crime
COMM,CoNEXT,13,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Network management#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Network monitoring#Routing protocols#Communication hardware, interfaces and storage"
COMM,CPSWeek,6,"Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Communication hardware, interfaces and storage"
COMM,DAC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,DEBS,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,DS-RT,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,ESWEEK,3,"Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
COMM,EuroSys,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,HotMobile,9,"Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Communication hardware, interfaces and storage"
COMM,HPDC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,ICAC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,ICCAD,1,Performance
COMM,ICE,7,"Network protocols#Network performance evaluation#Networks#Network services#Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
COMM,ICPE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,ICUIMC,7,"Network protocols#Wireless access networks#Networks#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
COMM,IDEAS,1,Distributed architectures
COMM,IMC,8,"Network protocols#Network services#Networks#Network management#Performance#Network architectures#Network monitoring#Communication hardware, interfaces and storage"
COMM,ISCA,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,ISLPED,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,METRICS,8,"Network protocols#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
COMM,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,Middleware,7,"Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
COMM,MobiCom,11,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
COMM,MobiHoc,9,"Network protocols#Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
COMM,MobiSys,7,"Network protocols#Wireless access networks#Networks#Distributed architectures#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
COMM,MSWiM,10,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
COMM,NOSSDAV,7,"Network protocols#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
COMM,PACT,1,Performance
COMM,PADS,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Network protocols
COMM,PODC,5,Dependable and fault-tolerant systems and networks#Performance#Network protocols#Network architectures#Distributed architectures
COMM,PPoPP,1,Performance
COMM,SAC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,SBCCI,1,"Communication hardware, interfaces and storage"
COMM,SC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,SenSys,9,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
COMM,SLIP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
COMM,SOSP,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
COMM,SPAA,1,Performance
COMM,UCCS,1,Network architectures
COMM,VALUETOOLS,7,Network protocols#Wireless access networks#Network performance evaluation#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures
COMM,VEE,1,Performance
COMM,WISEC,5,"Wireless access networks#Mobile networks#Communication hardware, interfaces and storage#Network protocols#Networks"
CoNEXT,CPSWeek,6,"Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Communication hardware, interfaces and storage"
CoNEXT,DAC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,DEBS,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,DS-RT,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,ESWEEK,3,"Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
CoNEXT,EuroSys,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,HotMobile,9,"Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,HPDC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,ICAC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,ICCAD,1,Performance
CoNEXT,ICE,8,"Network protocols#Public Internet#Network performance evaluation#Networks#Dependable and fault-tolerant systems and networks#Performance#Transport protocols#Communication hardware, interfaces and storage"
CoNEXT,ICPE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,ICUIMC,7,"Network protocols#Wireless access networks#Networks#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,IDEAS,1,Distributed architectures
CoNEXT,IMC,9,"Network protocols#Public Internet#Networks#Network management#Performance#Transport protocols#Network architectures#Network monitoring#Communication hardware, interfaces and storage"
CoNEXT,ISCA,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,ISLPED,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,METRICS,8,"Network protocols#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,Middleware,7,"Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,MobiCom,11,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
CoNEXT,MobiHoc,9,"Network protocols#Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
CoNEXT,MobiSys,7,"Network protocols#Wireless access networks#Networks#Distributed architectures#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,MSWiM,10,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Routing protocols#Communication hardware, interfaces and storage"
CoNEXT,NOSSDAV,8,"Network protocols#Public Internet#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,PACT,1,Performance
CoNEXT,PADS,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Network protocols
CoNEXT,PODC,5,Dependable and fault-tolerant systems and networks#Performance#Network protocols#Network architectures#Distributed architectures
CoNEXT,PPoPP,1,Performance
CoNEXT,SAC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,SBCCI,1,"Communication hardware, interfaces and storage"
CoNEXT,SC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,SenSys,9,"Network protocols#Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
CoNEXT,SLIP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
CoNEXT,SOSP,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
CoNEXT,SPAA,1,Performance
CoNEXT,UCCS,1,Network architectures
CoNEXT,VALUETOOLS,7,Network protocols#Wireless access networks#Network performance evaluation#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures
CoNEXT,VEE,1,Performance
CoNEXT,WISEC,5,"Wireless access networks#Mobile networks#Communication hardware, interfaces and storage#Network protocols#Networks"
CPR,CPSWeek,1,Information systems applications
CPR,CSCW,2,Human computer interaction#Computing and business
CPR,CSE,3,Enterprise computing#Human computer interaction#Computer science education
CPR,DEBS,1,Information systems applications
CPR,DOC,2,Project and people management#Human computer interaction
CPR,EC,2,Human computer interaction#Information systems applications
CPR,EICS,1,Human computer interaction
CPR,ESEM,2,Project and people management#Human computer interaction
CPR,ETRA,1,Human computer interaction
CPR,FSE,1,Project and people management
CPR,GIS,2,Human computer interaction#Information systems applications
CPR,GROUP,2,Human computer interaction#Information systems applications
CPR,HotMobile,2,Human computer interaction#Information systems applications
CPR,HPDC,1,Information systems applications
CPR,HRI,1,Human computer interaction
CPR,HT,2,Human computer interaction#Information systems applications
CPR,ICER,1,Computer science education
CPR,ICMI-MLMI,1,Human computer interaction
CPR,ICSE,1,Project and people management
CPR,ICUIMC,2,Human computer interaction#Information systems applications
CPR,IDEAS,1,Information systems applications
CPR,IH&MMSec,1,Information systems applications
CPR,IR,1,Information systems applications
CPR,ITE,2,Professional topics#Computer science education
CPR,ITiCSE,2,Human computer interaction#Computer science education
CPR,IUI,2,Human computer interaction#Information systems applications
CPR,JCDL,2,Human computer interaction#Information systems applications
CPR,K-CAP,1,Information systems applications
CPR,KDD,1,Information systems applications
CPR,Middleware,1,Information systems applications
CPR,MM,2,Human computer interaction#Information systems applications
CPR,MobiSys,2,Human computer interaction#Information systems applications
CPR,MOD,1,Information systems applications
CPR,PLoP,3,Project and people management#Human computer interaction#Computer science education
CPR,RecSys,3,Decision support systems#Human computer interaction#Information systems applications
CPR,SAC,1,Information systems applications
CPR,SACMAT,2,Enterprise computing#Human computer interaction
CPR,SenSys,1,Information systems applications
CPR,SUI,1,Human computer interaction
CPR,TEI,1,Human computer interaction
CPR,UbiComp,2,Human computer interaction#Information systems applications
CPR,UCCS,8,Management of computing and information systems#Human computer interaction#Enterprise computing#Project and people management#Computer science education#Computer and information systems training#Project management techniques#Project staffing
CPR,UIST,1,Human computer interaction
CPR,VRST,1,Human computer interaction
CPR,WebSci,2,Human computer interaction#Information systems applications
CPR,WSC,1,Enterprise computing
CPR,WSDM,2,Human computer interaction#Information systems applications
CPR,WWW,2,Human computer interaction#Information systems applications
CPSWeek,DAC,1,Performance
CPSWeek,DEBS,4,Distributed systems organizing principles#Information systems applications#Performance#Distributed architectures
CPSWeek,DS-RT,5,Real-time systems#Distributed systems organizing principles#Performance#Embedded and cyber-physical systems#Distributed architectures
CPSWeek,EC,1,Information systems applications
CPSWeek,ESWEEK,6,"Compilers#Embedded and cyber-physical systems#Embedded systems#Performance#Real-time systems#Communication hardware, interfaces and storage"
CPSWeek,EuroSys,3,Distributed systems organizing principles#Performance#Distributed architectures
CPSWeek,FPGA,2,Real-time systems#Embedded and cyber-physical systems
CPSWeek,FSE,1,Formal software verification
CPSWeek,GECCO,1,Control methods
CPSWeek,GIS,1,Information systems applications
CPSWeek,GPCE,1,Compilers
CPSWeek,GROUP,1,Information systems applications
CPSWeek,HotMobile,9,"Wireless access networks#Embedded and cyber-physical systems#Networks#Distributed architectures#Performance#Information systems applications#Mobile networks#Real-time systems#Communication hardware, interfaces and storage"
CPSWeek,HPDC,4,Distributed systems organizing principles#Information systems applications#Performance#Distributed architectures
CPSWeek,HT,1,Information systems applications
CPSWeek,ICAC,3,Distributed systems organizing principles#Performance#Distributed architectures
CPSWeek,ICCAD,1,Performance
CPSWeek,ICE,3,"Performance#Communication hardware, interfaces and storage#Networks"
CPSWeek,ICFP,1,Compilers
CPSWeek,ICPE,1,Performance
CPSWeek,ICS,2,Compilers#Performance
CPSWeek,ICSE,1,Formal software verification
CPSWeek,ICUIMC,6,"Wireless access networks#Networks#Performance#Information systems applications#Mobile networks#Communication hardware, interfaces and storage"
CPSWeek,IDEAS,2,Information systems applications#Distributed architectures
CPSWeek,IH&MMSec,1,Information systems applications
CPSWeek,IMC,3,"Performance#Communication hardware, interfaces and storage#Networks"
CPSWeek,IR,1,Information systems applications
CPSWeek,ISCA,2,Compilers#Performance
CPSWeek,ISLPED,3,Real-time systems#Performance#Embedded and cyber-physical systems
CPSWeek,ISMM,1,Compilers
CPSWeek,ISSTA,1,Formal software verification
CPSWeek,IUI,1,Information systems applications
CPSWeek,JCDL,1,Information systems applications
CPSWeek,K-CAP,1,Information systems applications
CPSWeek,KDD,1,Information systems applications
CPSWeek,METRICS,5,"Distributed systems organizing principles#Performance#Communication hardware, interfaces and storage#Networks#Distributed architectures"
CPSWeek,MICRO,2,Compilers#Performance
CPSWeek,Middleware,6,"Networks#Distributed architectures#Distributed systems organizing principles#Information systems applications#Performance#Communication hardware, interfaces and storage"
CPSWeek,MM,1,Information systems applications
CPSWeek,MobiCom,9,"Signal processing systems#Wireless access networks#Embedded and cyber-physical systems#Networks#Distributed architectures#Performance#Mobile networks#Real-time systems#Communication hardware, interfaces and storage"
CPSWeek,MobiHoc,7,"Wireless access networks#Networks#Distributed architectures#Distributed systems organizing principles#Mobile networks#Performance#Communication hardware, interfaces and storage"
CPSWeek,MobiSys,9,"Wireless access networks#Embedded and cyber-physical systems#Networks#Distributed architectures#Distributed systems organizing principles#Information systems applications#Mobile networks#Real-time systems#Communication hardware, interfaces and storage"
CPSWeek,MOD,1,Information systems applications
CPSWeek,MSWiM,6,"Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Communication hardware, interfaces and storage"
CPSWeek,NOSSDAV,5,"Distributed systems organizing principles#Performance#Communication hardware, interfaces and storage#Networks#Distributed architectures"
CPSWeek,PACT,2,Compilers#Performance
CPSWeek,PADS,1,Performance
CPSWeek,PEPM,1,Compilers
CPSWeek,PLDI,2,Compilers#Formal software verification
CPSWeek,PODC,3,Distributed systems organizing principles#Performance#Distributed architectures
CPSWeek,POPL,2,Compilers#Formal software verification
CPSWeek,PPoPP,2,Compilers#Performance
CPSWeek,RecSys,1,Information systems applications
CPSWeek,SAC,4,Distributed systems organizing principles#Information systems applications#Performance#Distributed architectures
CPSWeek,SBCCI,3,"Real-time systems#Communication hardware, interfaces and storage#Embedded and cyber-physical systems"
CPSWeek,SC,4,Compilers#Distributed systems organizing principles#Performance#Distributed architectures
CPSWeek,SenSys,11,"Signal processing systems#Wireless access networks#Embedded and cyber-physical systems#Networks#Distributed architectures#Distributed systems organizing principles#Information systems applications#Mobile networks#Performance#Real-time systems#Communication hardware, interfaces and storage"
CPSWeek,SLIP,1,Performance
CPSWeek,SOSP,3,Distributed systems organizing principles#Performance#Distributed architectures
CPSWeek,SPAA,1,Performance
CPSWeek,SPLASH,1,Compilers
CPSWeek,UbiComp,4,Signal processing systems#Real-time systems#Information systems applications#Embedded and cyber-physical systems
CPSWeek,VALUETOOLS,3,Performance#Mobile networks#Wireless access networks
CPSWeek,VEE,3,Compilers#Distributed systems organizing principles#Performance
CPSWeek,WebSci,1,Information systems applications
CPSWeek,WISEC,4,"Wireless access networks#Mobile networks#Communication hardware, interfaces and storage#Networks"
CPSWeek,WSDM,1,Information systems applications
CPSWeek,WWW,1,Information systems applications
CSCW,CSE,1,Human computer interaction
CSCW,DOC,4,Enterprise information systems#Human computer interaction#Computer supported cooperative work#Human-centered computing
CSCW,EC,1,Human computer interaction
CSCW,EICS,3,Human-centered computing#Human computer interaction#Computer supported cooperative work
CSCW,ESEM,2,Human-centered computing#Human computer interaction
CSCW,ETRA,1,Human computer interaction
CSCW,GIS,1,Human computer interaction
CSCW,GROUP,10,"Collaborative and social computing#Enterprise information systems#Human computer interaction#Web-based interaction#Internet communications tools#Human-centered computing#Computer supported cooperative work#Collaborative and social computing theory, concepts and paradigms#Synchronous editors#Collaborative and social computing design and evaluation methods"
CSCW,HotMobile,1,Human computer interaction
CSCW,HRI,2,Human-centered computing#Human computer interaction
CSCW,HT,2,Human computer interaction#Computer supported cooperative work
CSCW,ICMI-MLMI,1,Human computer interaction
CSCW,ICUIMC,1,Human computer interaction
CSCW,IH&MMSec,1,Information systems
CSCW,ITiCSE,1,Human computer interaction
CSCW,IUI,2,Human-centered computing#Human computer interaction
CSCW,JCDL,1,Human computer interaction
CSCW,KDD,1,Web-based interaction
CSCW,MM,1,Human computer interaction
CSCW,MobiSys,1,Human computer interaction
CSCW,PLoP,1,Human computer interaction
CSCW,RecSys,1,Human computer interaction
CSCW,SACMAT,1,Human computer interaction
CSCW,SUI,2,Human-centered computing#Human computer interaction
CSCW,TEI,2,Human-centered computing#Human computer interaction
CSCW,UbiComp,3,Human-centered computing#Human computer interaction#Information systems
CSCW,UCCS,1,Human computer interaction
CSCW,UIST,3,Collaborative and social computing#Human computer interaction#Human-centered computing
CSCW,VRST,1,Human computer interaction
CSCW,Web3D,1,Web-based interaction
CSCW,WebSci,5,Collaborative and social computing#Computing / technology policy#Human computer interaction#Human-centered computing#Web-based interaction
CSCW,WSDM,1,Human computer interaction
CSCW,WWW,1,Human computer interaction
CSE,DOC,1,Human computer interaction
CSE,EC,1,Human computer interaction
CSE,EICS,1,Human computer interaction
CSE,ESEM,2,Human computer interaction#Software and its engineering
CSE,ETRA,1,Human computer interaction
CSE,FSE,1,Software and its engineering
CSE,GIS,1,Human computer interaction
CSE,GPCE,2,Language types#Object oriented languages
CSE,GROUP,1,Human computer interaction
CSE,HotMobile,1,Human computer interaction
CSE,HRI,1,Human computer interaction
CSE,HT,1,Human computer interaction
CSE,ICER,10,K-12 education#Information systems education#Computer science education#Information science education#Computer-assisted instruction#Collaborative learning#Computing education#Model curricula#Computing literacy#Education
CSE,ICFP,1,Language types
CSE,ICMI-MLMI,1,Human computer interaction
CSE,ICPE,1,Software and its engineering
CSE,ICSE,1,Software and its engineering
CSE,ICUIMC,1,Human computer interaction
CSE,ISMM,1,Language types
CSE,ITE,7,Information systems education#Computer science education#Information science education#Computing education#Model curricula#Computing literacy#Education
CSE,ITiCSE,12,Human computer interaction#Information systems education#Computer science education#Information science education#Object oriented languages#Computer-assisted instruction#Language types#Software and its engineering#Collaborative learning#Computing education#Model curricula#Education
CSE,IUI,1,Human computer interaction
CSE,JCDL,1,Human computer interaction
CSE,MM,1,Human computer interaction
CSE,MobiSys,1,Human computer interaction
CSE,PEPM,1,Language types
CSE,PLDI,1,Language types
CSE,PLoP,3,Human computer interaction#Computer science education#Object oriented languages
CSE,POPL,1,Language types
CSE,PPoPP,1,Language types
CSE,RecSys,1,Human computer interaction
CSE,SACMAT,2,Enterprise computing#Human computer interaction
CSE,SPLASH,2,Language types#Object oriented languages
CSE,SUI,1,Human computer interaction
CSE,TEI,1,Human computer interaction
CSE,UbiComp,1,Human computer interaction
CSE,UCCS,6,Human computer interaction#Enterprise computing#Computer science education#Information science education#Computing education#Education
CSE,UIST,1,Human computer interaction
CSE,VRST,1,Human computer interaction
CSE,WebSci,1,Human computer interaction
CSE,WSC,1,Enterprise computing
CSE,WSDM,1,Human computer interaction
CSE,WWW,1,Human computer interaction
DAC,DEBS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,DS-RT,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ESWEEK,3,Dependable and fault-tolerant systems and networks#Performance#Computer-aided design
DAC,EuroSys,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,FPGA,7,Hardware test#Physical design#Robustness#Logic circuits#Placement#Emerging technologies#Very large scale integration design
DAC,GLSVLSI,10,Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#Logic circuits#Placement#Computer-aided design#Emerging technologies#Very large scale integration design
DAC,HotMobile,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,HPDC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ICAC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ICCAD,12,Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#Performance#Logic circuits#Placement#Computer-aided design#Engineering#Emerging technologies#Very large scale integration design
DAC,ICE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ICPE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ICUIMC,1,Performance
DAC,IMC,1,Performance
DAC,ISCA,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,ISLPED,9,Network performance evaluation#Integrated circuits#Physical design#Robustness#Dependable and fault-tolerant systems and networks#Logic circuits#Performance#Emerging technologies#Very large scale integration design
DAC,ISPD,10,Integrated circuits#Simulation and emulation#Physical design#Robustness#Logic circuits#Placement#Computer-aided design#Engineering#Emerging technologies#Very large scale integration design
DAC,METRICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,MICRO,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Integrated circuits
DAC,Middleware,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,MobiCom,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,MobiHoc,1,Performance
DAC,MSWiM,2,Performance#Network performance evaluation
DAC,Nanoarch,6,Hardware test#Physical design#Robustness#Logic circuits#Emerging technologies#Very large scale integration design
DAC,NOSSDAV,2,Dependable and fault-tolerant systems and networks#Performance
DAC,PACT,1,Performance
DAC,PADS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,PODC,2,Dependable and fault-tolerant systems and networks#Performance
DAC,PPoPP,1,Performance
DAC,SAC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,SBCCI,8,Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#Logic circuits#Emerging technologies#Very large scale integration design
DAC,SC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,SenSys,2,Performance#Network performance evaluation
DAC,SLIP,9,Network performance evaluation#Simulation and emulation#Physical design#Dependable and fault-tolerant systems and networks#Performance#Placement#Computer-aided design#Emerging technologies#Very large scale integration design
DAC,SOSP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,SPAA,1,Performance
DAC,VALUETOOLS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
DAC,VEE,1,Performance
DAC,WSC,1,Engineering
DEBS,DS-RT,5,Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Network performance evaluation#Performance#Distributed architectures
DEBS,EC,1,Information systems applications
